title,type,Episodes,Status,Aired,Premiered,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Rank,Popularity,Members
Slow Start,TV,12,Finished Airing,"Jan 7, 2018 to Mar 25, 2018",Winter 2018,"Aniplex,Houbunsha,Kansai Telecasting,Lawson,Kinoshita Group Holdings,Drecom",Aniplex of America,CloverWorks,4-koma manga,"Comedy,School,Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,7.05,3410,1918,"59,348"
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",TV,12,Finished Airing,"Jul 4, 2019 to Sep 19, 2019",Summer 2019,"Genco,Asmik Ace,Hobby Japan,ZERO-A,BS11,Muse Communication",-,Maho Film,Light novel,"Fantasy,Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,7.05,3416,1153,"117,805"
Elf wo Karu Mono-tachi II,TV,12,Finished Airing,"Oct 2, 1997 to Dec 25, 1997",Fall 1997,-,"ADV Films,Sentai Filmworks",Group TAC,Manga,"Adventure,Comedy,Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,7.05,3428,4595,"10,735"
Hayate no Gotoku! Can't Take My Eyes Off You,TV,12,Finished Airing,"Oct 4, 2012 to Dec 20, 2012",Fall 2012,"TV Tokyo,Geneon Universal Entertainment,Shogakukan-Shueisha Productions",Sentai Filmworks,Manglobe,Manga,"Comedy,Harem,Parody,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7.05,3431,2290,"44,991"
Lost Song,TV,12,Finished Airing,"Apr 8, 2018 to Jun 16, 2018",Spring 2018,"Ultra Super Pictures,MAGES.",-,"Dwango,LIDENFILMS",Original,"Drama,Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,7.05,3435,3002,"27,288"
Kamen no Maid Guy,TV,12,Finished Airing,"Apr 6, 2008 to Jun 22, 2008",Spring 2008,"Geneon Universal Entertainment,Frontier Works,Rondo Robe,AT-X,KlockWorx,Kinyosha",Discotek Media,Madhouse,Manga,"Action,Comedy,Ecchi,Super Power",25 min. per ep.,R+ - Mild Nudity,7.04,3451,2596,"35,590"
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",TV,12,Currently Airing,"Oct 7, 2020 to ?",Fall 2020,"Pony Canyon,Bit grooove promotion",Funimation,Silver Link.,Light novel,"Action,Military,Romance,Fantasy",23 min. per ep.,None,7.04,3454,1574,"79,094"
Nanatsu-iro★Drops,TV,12,Finished Airing,"Jul 3, 2007 to Sep 18, 2007",Summer 2007,-,-,Diomedea,Visual novel,"Magic,Romance,School",24 min. per ep.,PG-13 - Teens 13 or older,7.04,3458,3526,"19,866"
Princess Princess,TV,12,Finished Airing,"Apr 6, 2006 to Jun 22, 2006",Spring 2006,TV Asahi,Media Blasters,Studio Deen,Manga,"Comedy,Drama,School,Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,7.04,3464,2051,"53,445"
Shin Koihime†Musou: Otome Tairan,TV,12,Finished Airing,"Mar 26, 2010 to Jun 17, 2010",Spring 2010,"PRA,Jumondo",Sentai Filmworks,Doga Kobo,Visual novel,"Adventure,Comedy,Ecchi,Fantasy,Historical",25 min. per ep.,R+ - Mild Nudity,7.04,3467,3723,"17,670"
Ze Tian Ji 2nd Season,ONA,12,Finished Airing,"Jul 20, 2016 to Oct 5, 2016",,"Tencent Penguin Pictures,China Literature Limited",-,Shanghai Foch Film Culture Investment,Novel,"Action,Adventure,Fantasy",15 min. per ep.,PG-13 - Teens 13 or older,7.04,3472,8378,"2,167"
Ze Tian Ji 4th Season,ONA,12,Finished Airing,"Aug 22, 2018 to Oct 31, 2018",,"Tencent Penguin Pictures,China Literature Limited",-,Shanghai Foch Film Culture Investment,Novel,"Action,Adventure,Fantasy",20 min. per ep.,PG-13 - Teens 13 or older,7.04,3473,9637,"1,296"
No Guns Life 2nd Season,TV,12,Finished Airing,"Jul 10, 2020 to Sep 25, 2020",Summer 2020,"Sony Pictures Entertainment,TBS,AT-X,Hakuhodo DY Music & Pictures,BS11,Egg Firm,Good Smile Film",Funimation,Madhouse,Manga,"Action,Sci-Fi,Drama,Seinen",23 min. per ep.,PG-13 - Teens 13 or older,7.03,3474,2208,"47,495"
Sakura Trick,TV,12,Finished Airing,"Jan 10, 2014 to Mar 28, 2014",Winter 2014,"Pony Canyon,TBS",Sentai Filmworks,Studio Deen,4-koma manga,"Slice of Life,Comedy,Romance,School,Seinen,Shoujo Ai",24 min. per ep.,PG-13 - Teens 13 or older,7.03,3478,674,"197,563"
Show By Rock!! ,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016",Fall 2016,"Shochiku,Pony Canyon,Sanrio,Studio GOONEYS",Funimation,Bones,Game,"Music,Comedy",23 min. per ep.,PG-13 - Teens 13 or older,7.03,3480,3310,"22,598"
UQ Holder!: Mahou Sensei Negima! 2,TV,12,Finished Airing,"Oct 3, 2017 to Dec 19, 2017",Fall 2017,"Kodansha,Lawson HMV Entertainment,Egg Firm,GYAO!",Sentai Filmworks,J.C.Staff,Manga,"Action,Sci-Fi,Magic,Fantasy,Shounen",23 min. per ep.,PG-13 - Teens 13 or older,7.03,3485,1094,"123,613"
Wangu Xian Qiong,ONA,12,Finished Airing,"May 18, 2017 to Jul 27, 2017",,iQIYI,-,Haoliners Animation League,Novel,"Adventure,Comedy,Fantasy",15 min. per ep.,PG-13 - Teens 13 or older,7.03,3486,7015,"3,755"
Area 88 (TV),TV,12,Finished Airing,"Jan 9, 2004 to Mar 26, 2004",Winter 2004,TV Asahi,ADV Films,Group TAC,Manga,"Action,Drama,Military,Romance,Shounen",25 min. per ep.,PG-13 - Teens 13 or older,7.03,3493,4502,"11,288"
Elf wo Karu Mono-tachi,TV,12,Finished Airing,"Oct 4, 1996 to Dec 20, 1996",Fall 1996,"Sotsu,Showgate","ADV Films,Sentai Filmworks","Group TAC,Amuse",Manga,"Adventure,Comedy,Ecchi,Fantasy,Magic,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,7.03,3504,3473,"20,484"
Fukumenkei Noise,TV,12,Finished Airing,"Apr 11, 2017 to Jun 27, 2017",Spring 2017,"Shogakukan-Shueisha Productions,Nihon Ad Systems,Hakusensha,Warner Bros. Japan,KlockWorx,BS Fuji,Kansai Telecasting",Sentai Filmworks,Brain's Base,Manga,"Music,Drama,Romance,School,Shoujo",23 min. per ep.,PG-13 - Teens 13 or older,7.03,3506,1547,"81,036"
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,TV,12,Finished Airing,"Jul 5, 2018 to Sep 20, 2018",Summer 2018,"Sotsu,Kodansha,Half H.P Studio,AT-X,KlockWorx,DIVE II Entertainment,81 Produce,Tokyo MX,Avex Pictures,Q-Tec,Animatic,Eswood",Funimation,Ajia-Do,Light novel,"Comedy,Ecchi,Fantasy,Harem,Magic",23 min. per ep.,PG-13 - Teens 13 or older,7.03,3510,312,"375,281"
Masuda Kousuke Gekijou Gag Manga Biyori +,TV,12,Finished Airing,"Jan 5, 2010 to Jun 29, 2010",Winter 2010,"Bandai Visual,Yomiuri Telecasting,Kids Station,Shueisha",-,Studio Deen,Manga,Comedy,5 min. per ep.,PG-13 - Teens 13 or older,7.03,3514,8632,"1,930"
Choujigen Game Neptune The Animation,TV,12,Finished Airing,"Jul 12, 2013 to Sep 27, 2013",Summer 2013,"Frontier Works,Media Factory,Idea Factory,Magic Capsule",Funimation,David Production,Game,"Action,Comedy,Fantasy,Parody,Sci-Fi,Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,7.02,3525,1055,"128,193"
Natsu-iro Kiseki,TV,12,Finished Airing,"Apr 6, 2012 to Jun 29, 2012",Spring 2012,"Aniplex,Lantis,Mainichi Broadcasting System,Atelier Musa,Music Ray'n",-,Sunrise,Original,"School,Slice of Life,Supernatural",24 min. per ep.,PG-13 - Teens 13 or older,7.02,3534,2543,"37,014"
Punch Line,TV,12,Finished Airing,"Apr 10, 2015 to Jun 26, 2015",Spring 2015,"Aniplex,Dentsu,Fuji TV,MAGES.,Kyoraku Industrial Holdings,Kansai Telecasting",Sentai Filmworks,MAPPA,Original,"Comedy,Ecchi,Sci-Fi,Super Power,Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,7.02,3540,752,"179,071"
Strike Witches,TV,12,Finished Airing,"Jul 4, 2008 to Sep 19, 2008",Summer 2008,"GDH,Kadokawa Shoten,KlockWorx,NTT Docomo",Funimation,Gonzo,Original,"Action,Ecchi,Magic,Military,Sci-Fi",24 min. per ep.,R+ - Mild Nudity,7.02,3543,983,"139,829"
Strike Witches: Road to Berlin,TV,12,Currently Airing,"Oct 8, 2020 to ?",Fall 2020,"Magic Capsule,Nippon Columbia,Kadokawa",Funimation,David Production,Original,"Action,Military,Sci-Fi,Magic,Ecchi",Unknown,PG-13 - Teens 13 or older,7.02,3544,4576,"10,851"
To Be Hero,TV,12,Finished Airing,"Oct 5, 2016 to Dec 21, 2016",Fall 2016,"Emon,Studio LAN",-,Haoliners Animation League,Original,Comedy,11 min. per ep.,PG-13 - Teens 13 or older,7.01,3558,2227,"46,980"
Aldnoah.Zero 2nd Season,TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,"Aniplex,Movic,Nitroplus,Houbunsha,MAGES.,Tokyo MX,Asahi Broadcasting,BS11",Aniplex of America,"A-1 Pictures,TROYCA",Original,"Action,Mecha,Sci-Fi,Space",23 min. per ep.,R - 17+ (violence & profanity),7.01,3561,501,"255,023"
Mahou Shoujo Ikusei Keikaku,TV,12,Finished Airing,"Oct 2, 2016 to Dec 18, 2016",Fall 2016,"Genco,AT-X,Magic Capsule,flying DOG,Cospa,Toranoana,Medicos Entertainment,Animatic,Highlights Entertainment",Funimation,Lerche,Light novel,"Action,Fantasy,Magic,Supernatural,Thriller",24 min. per ep.,R - 17+ (violence & profanity),7.01,3579,1113,"121,989"
Anne Happy♪,TV,12,Finished Airing,"Apr 7, 2016 to Jun 23, 2016",Spring 2016,"Sotsu,AT-X,KlockWorx,Asmik Ace,Houbunsha,BS Fuji,DIVE II Entertainment,Grooove,Avex Pictures,Contents Seed,FuRyu",Crunchyroll,Silver Link.,Manga,"Slice of Life,Comedy,School",23 min. per ep.,PG-13 - Teens 13 or older,7,3583,1896,"60,109"
Devil May Cry,TV,12,Finished Airing,"Jun 14, 2007 to Sep 6, 2007",Summer 2007,"WOWOW,Media Factory,Capcom,Showgate","ADV Films,Funimation",Madhouse,Game,"Action,Demons,Fantasy",24 min. per ep.,R - 17+ (violence & profanity),7,3587,520,"250,632"
Dog Days'',TV,12,Finished Airing,"Jan 11, 2015 to Mar 29, 2015",Winter 2015,"Aniplex,Starchild Records,Bandai Namco Games,Glovision",-,Seven Arcs Pictures,Original,"Action,Adventure,Magic,Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,7,3590,1898,"59,907"
Keppeki Danshi! Aoyama-kun,TV,12,Finished Airing,"Jul 3, 2017 to Sep 18, 2017",Summer 2017,"Sotsu,TMS Entertainment,Pony Canyon,KlockWorx,Tokyo MX,JR East Marketing & Communications",Ponycan USA,Studio Hibari,Manga,"Comedy,Seinen,Sports",23 min. per ep.,PG-13 - Teens 13 or older,7,3596,1257,"105,301"
Koisuru Tenshi Angelique: Kagayaki no Ashita,TV,12,Finished Airing,"Jan 6, 2007 to Mar 24, 2007",Winter 2007,"Kids Station,Koei",-,Satelight,Game,"Drama,Fantasy,Harem,Romance,Shoujo",24 min. per ep.,PG-13 - Teens 13 or older,7,3597,4970,"8,854"
Kyokou Suiri,TV,12,Finished Airing,"Jan 12, 2020 to Mar 29, 2020",Winter 2020,"Nihon Ad Systems,Kodansha,KlockWorx,Docomo Anime Store,King Records,GYAO!,BS NTV,Crunchyroll SC Anime Fund,Marui Group",-,Brain's Base,Manga,"Mystery,Comedy,Demons,Supernatural,Romance,Shounen",24 min. per ep.,R - 17+ (violence & profanity),7,3600,577,"227,139"
Rinne no Lagrange Season 2,TV,12,Finished Airing,"Jul 8, 2012 to Sep 23, 2012",Summer 2012,"Production I.G,Bandai Visual,Yomiuri Telecasting,flying DOG",Viz Media,Xebec,Original,"Action,Comedy,Mecha,Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,7,3615,3185,"24,503"
Shingeki! Kyojin Chuugakkou,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,"Dentsu,Mainichi Broadcasting System,Pony Canyon,Kodansha,Pony Canyon Enterprise",Funimation,Production I.G,Manga,"Comedy,Parody,School,Shounen",17 min. per ep.,PG-13 - Teens 13 or older,7,3618,1061,"128,231"
Uchi no Maid ga Uzasugiru!,TV,12,Finished Airing,"Oct 5, 2018 to Dec 21, 2018",Fall 2018,"AT-X,Sony Music Communications,Futabasha,Kadokawa Media House,NTT Plala,Kadokawa",-,Doga Kobo,Manga,"Slice of Life,Comedy,Shoujo Ai",23 min. per ep.,PG-13 - Teens 13 or older,7,3620,1524,"82,786"
"Wake Up, Girls!",TV,12,Finished Airing,"Jan 11, 2014 to Mar 29, 2014",Winter 2014,"TV Tokyo,Avex Entertainment,Sotsu,Sega,Gakken,Rakuonsha,AT-X,Toho,Ultra Super Pictures,DIVE II Entertainment,Good Smile Company",Sentai Filmworks,"Tatsunoko Production,Ordet",Original,"Drama,Music",24 min. per ep.,PG-13 - Teens 13 or older,7,3622,2291,"44,947"
Renkin San-kyuu Magical? Pokaan,TV,12,Finished Airing,"Apr 4, 2006 to Jun 20, 2006",Spring 2006,"Genco,Lantis,Media Factory",-,Remic,Original,"Comedy,Ecchi,Magic,Parody,Vampire",24 min. per ep.,R+ - Mild Nudity,6.99,3630,3065,"26,295"
UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,TV,12,Finished Airing,"Oct 4, 2003 to Dec 20, 2003",Fall 2003,"Media Factory,KlockWorx,Toshiba Entertainment",ADV Films,TNK,Manga,"Comedy,Romance,Sci-Fi",23 min. per ep.,R+ - Mild Nudity,6.99,3638,5115,"8,212"
Busou Shoujo Machiavellianism,TV,12,Finished Airing,"Apr 5, 2017 to Jun 21, 2017",Spring 2017,"Media Factory,AT-X,Nippon Columbia,KlockWorx,Glovision,Kadokawa Media House,Toshiba Digital Frontiers,Tsukuru no Mori",Sentai Filmworks,"Silver Link.,Connect",Manga,"Action,Comedy,School,Shounen",23 min. per ep.,PG-13 - Teens 13 or older,6.99,3648,553,"237,671"
Maria†Holic Alive,TV,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011",Spring 2011,TV Tokyo Music,Sentai Filmworks,Shaft,Manga,"Comedy,Parody,School,Shoujo Ai",23 min. per ep.,PG-13 - Teens 13 or older,6.99,3665,2010,"55,238"
Gamers!,TV,12,Finished Airing,"Jul 13, 2017 to Sep 28, 2017",Summer 2017,"Sony Pictures Entertainment,Frontier Works,Sotsu,Kadokawa Shoten,AT-X,NBCUniversal Entertainment Japan,Tokyo MX,i0+,Chugai Mining,BS11",Funimation,Pine Jam,Light novel,"Game,Comedy,Romance,School",24 min. per ep.,PG-13 - Teens 13 or older,6.98,3674,279,"412,181"
Kimi no Iru Machi,TV,12,Finished Airing,"Jul 13, 2013 to Sep 28, 2013",Summer 2013,"TV Tokyo,ZERO-A",Nozomi Entertainment,Gonzo,Manga,"Slice of Life,Drama,Romance,Shounen",20 min. per ep.,R+ - Mild Nudity,6.98,3675,1155,"117,203"
Macademi Wasshoi!,TV,12,Finished Airing,"Oct 6, 2008 to Dec 22, 2008",Fall 2008,Media Factory,-,Zexcs,Light novel,"Comedy,Ecchi,Fantasy,Romance,School,Supernatural",24 min. per ep.,R+ - Mild Nudity,6.98,3679,2486,"38,452"
Release the Spyce,TV,12,Finished Airing,"Oct 7, 2018 to Dec 23, 2018",Fall 2018,"Mainichi Broadcasting System,Pony Canyon,Half H.P Studio,KlockWorx,Good Smile Company,Tablier Communications,Kadokawa,Legs,Hawkeye",Sentai Filmworks,Lay-duce,Original,"Action,School",24 min. per ep.,PG-13 - Teens 13 or older,6.98,3683,2067,"52,920"
A-Channel,TV,12,Finished Airing,"Apr 8, 2011 to Jun 24, 2011",Spring 2011,"Aniplex,Dentsu,Mainichi Broadcasting System",Sentai Filmworks,Studio Gokumi,4-koma manga,"Comedy,School,Seinen,Slice of Life",24 min. per ep.,PG-13 - Teens 13 or older,6.97,3702,1494,"85,159"
Aho Girl,TV,12,Finished Airing,"Jul 4, 2017 to Sep 19, 2017",Summer 2017,"Nihon Ad Systems,Kodansha,Movic,KlockWorx,Sony Music Entertainment,King Records,BS11,Animatic,Marui Group",-,Diomedea,4-koma manga,"Comedy,Romance,School,Shounen",12 min. per ep.,PG-13 - Teens 13 or older,6.96,3730,404,"304,782"
Anima Yell!,TV,12,Finished Airing,"Oct 7, 2018 to Dec 23, 2018",Fall 2018,Jinnan Studio,-,Doga Kobo,4-koma manga,"Comedy,School,Sports",23 min. per ep.,PG-13 - Teens 13 or older,6.96,3731,2826,"30,553"
B-gata H-kei,TV,12,Finished Airing,"Apr 2, 2010 to Jun 18, 2010",Spring 2010,"Dentsu,AT-X,DAX Production,Happinet Pictures,BIGLOBE,Shueisha,AG-ONE,RAY",Funimation,"Hal Film Maker,TYO Animations",4-koma manga,"Comedy,Romance,Ecchi,School,Seinen",24 min. per ep.,R+ - Mild Nudity,6.96,3733,388,"310,795"
Endro~!,TV,12,Finished Airing,"Jan 13, 2019 to Mar 31, 2019",Winter 2019,Egg Firm,Funimation,Studio Gokumi,Original,"Fantasy,Magic,Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,6.96,3736,2099,"51,960"
Himouto! Umaru-chanS,Special,12,Finished Airing,"Sep 16, 2015 to Feb 17, 2016",,-,Sentai Filmworks,Doga Kobo,Manga,"Comedy,Seinen,Slice of Life",2 min. per ep.,PG-13 - Teens 13 or older,6.96,3744,2163,"49,566"
Night Walker: Mayonaka no Tantei,TV,12,Finished Airing,"Jul 9, 1998 to Sep 23, 1998",Summer 1998,"Bandai Visual,BeSTACK,Half H.P Studio,Memory-Tech","Central Park Media,Discotek Media",AIC,Visual novel,"Action,Comedy,Horror,Mystery,Vampire",25 min. per ep.,R+ - Mild Nudity,6.96,3755,3912,"15,803"
Occultic;Nine,TV,12,Finished Airing,"Oct 9, 2016 to Dec 25, 2016",Fall 2016,"Aniplex,MAGES.,Hakuhodo DY Music & Pictures,Lawson,ABC Animation,Contents Seed",Aniplex of America,A-1 Pictures,Light novel,"Sci-Fi,Mystery",24 min. per ep.,PG-13 - Teens 13 or older,6.96,3756,832,"162,678"
Omamori Himari,TV,12,Finished Airing,"Jan 7, 2010 to Mar 25, 2010",Winter 2010,"Kadokawa Shoten,Kadokawa Pictures Japan,KlockWorx,NTT Docomo",Funimation,Zexcs,Manga,"Action,Harem,Comedy,Demons,Supernatural,Romance,Ecchi,Fantasy",24 min. per ep.,R+ - Mild Nudity,6.96,3757,680,"193,930"
Reikenzan: Eichi e no Shikaku,TV,12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",Winter 2017,"Haoliners Animation League,Tencent Animation & Comics",-,Studio Deen,Light novel,"Comedy,Magic,Fantasy",24 min. per ep.,PG-13 - Teens 13 or older,6.96,3759,2614,"35,159"
Servamp,TV,12,Finished Airing,"Jul 5, 2016 to Sep 20, 2016",Summer 2016,"Frontier Works,Lantis,Kadokawa Shoten,AT-X,Sony Music Communications,Hakuhodo DY Music & Pictures,Yomiuri TV Enterprise,Adores,Heroz",Funimation,"Brain's Base,Platinum Vision",Manga,"Action,Comedy,Supernatural,Drama,Vampire,Josei",24 min. per ep.,R - 17+ (violence & profanity),6.96,3761,728,"184,025"
Seiken Tsukai no World Break,TV,12,Finished Airing,"Jan 12, 2015 to Mar 30, 2015",Winter 2015,Sotsu,Funimation,Diomedea,Light novel,"Action,Fantasy,Harem,Romance,School,Supernatural",24 min. per ep.,R - 17+ (violence & profanity),6.95,3782,594,"221,597"
Starmyu,TV,12,Finished Airing,"Oct 6, 2015 to Dec 22, 2015",Fall 2015,NBCUniversal Entertainment Japan,Funimation,C-Station,Original,"Music,School,Slice of Life",24 min. per ep.,PG-13 - Teens 13 or older,6.95,3784,2539,"37,187"
Tantei Opera Milky Holmes,TV,12,Finished Airing,"Oct 7, 2010 to Dec 23, 2010",Fall 2010,"Sotsu,Lantis,Pony Canyon,Dwango,Bushiroad,Good Smile Company,Chrono Gear Creative",-,J.C.Staff,Original,"Mystery,Comedy,Super Power",24 min. per ep.,PG-13 - Teens 13 or older,6.95,3787,2477,"38,689"
Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,TV,12,Finished Airing,"Apr 5, 2015 to Jun 28, 2015",Spring 2015,"Bouncy,Just Production,JP Room",-,Yaoyorozu,Original,"Parody,School,Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,6.95,3789,7241,"3,444"
Daitoshokan no Hitsujikai,TV,12,Finished Airing,"Oct 9, 2014 to Dec 25, 2014",Fall 2014,"Felix Film,Brave Hearts",Funimation,Hoods Entertainment,Visual novel,"Harem,Romance,School",23 min. per ep.,PG-13 - Teens 13 or older,6.95,3798,1308,"99,024"
gdgd Fairies 2,TV,12,Finished Airing,"Jan 10, 2013 to Mar 28, 2013",Winter 2013,"Strawberry Meets Pictures,Bouncy",-,-,Original,"Comedy,Fantasy",15 min. per ep.,PG - Children,6.95,3801,8488,"2,053"
Kiss x Sis,OVA,12,Finished Airing,"Dec 22, 2008 to Apr 6, 2015",,-,-,feel.,Manga,"Comedy,Ecchi,Harem,Romance,School,Seinen",24 min. per ep.,R+ - Mild Nudity,6.95,3807,546,"240,815"
Monkey Punch: Manga Katsudou Daishashin,TV,12,Finished Airing,"Jul 4, 2004 to Jun 25, 2005",Summer 2004,WOWOW,-,TMS Entertainment,Unknown,"Action,Adventure,Comedy,Ecchi,Parody,Seinen",50 min. per ep.,R+ - Mild Nudity,6.95,3812,9323,"1,491"
Freezing,TV,12,Finished Airing,"Jan 8, 2011 to Apr 7, 2011",Winter 2011,"Media Factory,Eswood",Funimation,A.C.G.T.,Manga,"Action,Sci-Fi,Harem,Drama,Romance,Ecchi,Martial Arts,Seinen",24 min. per ep.,R+ - Mild Nudity,6.94,3822,494,"258,197"
Gakusen Toshi Asterisk,TV,12,Finished Airing,"Oct 3, 2015 to Dec 19, 2015",Fall 2015,"Aniplex,Animax,Movic,DAX Production,flying DOG,Bandai Namco Entertainment,Asahi Broadcasting",Aniplex of America,A-1 Pictures,Light novel,"Action,Comedy,Ecchi,Fantasy,Harem,Romance,School,Sci-Fi,Supernatural",23 min. per ep.,PG-13 - Teens 13 or older,6.94,3824,246,"440,837"
Hagure Yuusha no Aesthetica,TV,12,Finished Airing,"Jul 6, 2012 to Sep 21, 2012",Summer 2012,"Genco,Lantis,Media Factory,AT-X,Showgate",Funimation,Arms,Light novel,"Action,Super Power,Ecchi,Fantasy",24 min. per ep.,R+ - Mild Nudity,6.94,3827,402,"304,394"
Kurozuka,TV,12,Finished Airing,"Oct 7, 2008 to Dec 23, 2008",Fall 2008,Sony Pictures Entertainment,-,Madhouse,Manga,"Action,Drama,Historical,Horror,Romance,Sci-Fi,Vampire",23 min. per ep.,R - 17+ (violence & profanity),6.94,3835,1564,"79,685"
Ryuuou no Oshigoto!,TV,12,Finished Airing,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,"AT-X,Magic Capsule,Nippon Columbia,KlockWorx,BS Fuji,Tokyo MX,Hakuhodo DY Music & Pictures,Radio Osaka,Aquamarine,Dream Shift",-,Project No.9,Light novel,"Comedy,Game,Slice of Life",23 min. per ep.,PG-13 - Teens 13 or older,6.94,3844,1115,"121,649"
Ninin ga Shinobuden,TV,12,Finished Airing,"Jul 10, 2004 to Sep 25, 2004",Summer 2004,"Toshiba Entertainment,Happinet Pictures","Nozomi Entertainment,NYAV Post",ufotable,Manga,"Comedy,Parody,Martial Arts",24 min. per ep.,R - 17+ (violence & profanity),6.93,3849,2865,"29,628"
Prince of Stride: Alternative,TV,12,Finished Airing,"Jan 5, 2016 to Mar 22, 2016",Winter 2016,Media Factory,Funimation,Madhouse,Visual novel,"Sports,Drama,School",24 min. per ep.,PG-13 - Teens 13 or older,6.93,3853,1001,"136,513"
Rinne no Lagrange,TV,12,Finished Airing,"Jan 8, 2012 to Mar 25, 2012",Winter 2012,"Production I.G,Bandai Visual,Yomiuri Telecasting,flying DOG,Dwango",Viz Media,Xebec,Original,"Action,Sci-Fi,Comedy,Mecha",23 min. per ep.,PG-13 - Teens 13 or older,6.93,3854,1983,"56,457"
Shingetsutan Tsukihime,TV,12,Finished Airing,"Oct 10, 2003 to Dec 26, 2003",Fall 2003,"TBS,Rondo Robe,Movic","Sentai Filmworks,Geneon Entertainment USA",J.C.Staff,Visual novel,"Action,Horror,Mystery,Romance,Super Power,Supernatural,Vampire",24 min. per ep.,R - 17+ (violence & profanity),6.93,3857,1040,"129,758"
Taimadou Gakuen 35 Shiken Shoutai,TV,12,Finished Airing,"Oct 8, 2015 to Dec 24, 2015",Fall 2015,"KlockWorx,MAGES.,Glovision,Kadokawa Media House,Kadokawa,Heiwa",Discotek Media,Silver Link.,Light novel,"Action,Ecchi,Fantasy,Harem,Military,Romance,Supernatural",23 min. per ep.,R - 17+ (violence & profanity),6.93,3861,587,"224,017"
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,TV,12,Finished Airing,"Oct 5, 2013 to Dec 21, 2013",Fall 2013,"Lantis,Kadokawa Shoten,Rakuonsha,KlockWorx,chara-ani.com,Docomo Anime Store,Fujimi Shobo",Sentai Filmworks,Asread,Light novel,"Comedy,Romance,Ecchi,Fantasy",24 min. per ep.,R+ - Mild Nudity,6.93,3863,582,"224,942"
Dream Festival! R,ONA,12,Finished Airing,"Aug 23, 2017 to Nov 8, 2017",,-,-,Bandai Namco Pictures,Original,Music,23 min. per ep.,PG-13 - Teens 13 or older,6.93,3874,6940,"3,863"
Generator Gawl,TV,12,Finished Airing,"Oct 7, 1998 to Dec 23, 1998",Fall 1998,-,ADV Films,Tatsunoko Production,Original,"Action,Adventure,Comedy,Drama,Sci-Fi,Shounen",24 min. per ep.,PG-13 - Teens 13 or older,6.93,3875,5158,"8,052"
Ichiban Ushiro no Daimaou,TV,12,Finished Airing,"Apr 3, 2010 to Jun 19, 2010",Spring 2010,"Marvelous,Hobby Japan,Delfi Sound",Sentai Filmworks,Artland,Light novel,"Action,Harem,Comedy,Magic,Ecchi,Fantasy,School",23 min. per ep.,R+ - Mild Nudity,6.93,3879,309,"377,954"
